Date,Worker_ID,Worker_Name,Primary_Skill,Secondary_Skill,Shift_Type,Attendance_Status,Regular_Hours,Overtime_Hours,Overtime_Rate_INR_per_Hour,Overtime_Payout_INR,Weekly_Holiday,PPE_Required,Insurance_Coverage_Basis_INR,Safety_Training_Status,Site_Role
2026-07-01,W-001,Worker 01,Masonry,Blockwork,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-18,W-011,Worker 11,Steel Fixing,Rebar Cutting,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-19,W-011,Worker 11,Steel Fixing,Rebar Cutting,Regular,H,0,0,0,0,Yes,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-20,W-011,Worker 11,Steel Fixing,Rebar Cutting,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-21,W-011,Worker 11,Steel Fixing,Rebar Cutting,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-22,W-011,Worker 11,Steel Fixing,Rebar Cutting,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-23,W-011,Worker 11,Steel Fixing,Rebar Cutting,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-24,W-011,Worker 11,Steel Fixing,Rebar Cutting,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-25,W-011,Worker 11,Steel Fixing,Rebar Cutting,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-26,W-011,Worker 11,Steel Fixing,Rebar Cutting,Regular,H,0,0,0,0,Yes,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-27,W-011,Worker 11,Steel Fixing,Rebar Cutting,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-28,W-011,Worker 11,Steel Fixing,Rebar Cutting,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-29,W-011,Worker 11,Steel Fixing,Rebar Cutting,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-30,W-011,Worker 11,Steel Fixing,Rebar Cutting,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-01,W-012,Worker 12,Steel Fixing,Rebar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-02,W-012,Worker 12,Steel Fixing,Rebar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-03,W-012,Worker 12,Steel Fixing,Rebar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-04,W-012,Worker 12,Steel Fixing,Rebar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-05,W-012,Worker 12,Steel Fixing,Rebar Bending,Regular,H,0,0,0,0,Yes,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-06,W-012,Worker 12,Steel Fixing,Rebar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-07,W-012,Worker 12,Steel Fixing,Rebar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-08,W-012,Worker 12,Steel Fixing,Rebar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-09,W-012,Worker 12,Steel Fixing,Rebar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-10,W-012,Worker 12,Steel Fixing,Rebar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-11,W-012,Worker 12,Steel Fixing,Rebar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-12,W-012,Worker 12,Steel Fixing,Rebar Bending,Regular,H,0,0,0,0,Yes,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-13,W-012,Worker 12,Steel Fixing,Rebar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-14,W-012,Worker 12,Steel Fixing,Rebar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-15,W-012,Worker 12,Steel Fixing,Rebar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-16,W-012,Worker 12,Steel Fixing,Rebar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-17,W-012,Worker 12,Steel Fixing,Rebar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-18,W-012,Worker 12,Steel Fixing,Rebar Bending,Regular,A,0,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-19,W-012,Worker 12,Steel Fixing,Rebar Bending,Regular,H,0,0,0,0,Yes,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-20,W-012,Worker 12,Steel Fixing,Rebar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-21,W-012,Worker 12,Steel Fixing,Rebar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-22,W-012,Worker 12,Steel Fixing,Rebar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-23,W-012,Worker 12,Steel Fixing,Rebar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-24,W-012,Worker 12,Steel Fixing,Rebar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-25,W-012,Worker 12,Steel Fixing,Rebar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-26,W-012,Worker 12,Steel Fixing,Rebar Bending,Regular,H,0,0,0,0,Yes,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-27,W-012,Worker 12,Steel Fixing,Rebar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-28,W-012,Worker 12,Steel Fixing,Rebar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-29,W-012,Worker 12,Steel Fixing,Rebar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-30,W-012,Worker 12,Steel Fixing,Rebar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-01,W-013,Worker 13,Steel Fixing,Reinforcement Fixing,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-02,W-013,Worker 13,Steel Fixing,Reinforcement Fixing,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-03,W-013,Worker 13,Steel Fixing,Reinforcement Fixing,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-04,W-013,Worker 13,Steel Fixing,Reinforcement Fixing,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-05,W-013,Worker 13,Steel Fixing,Reinforcement Fixing,Regular,H,0,0,0,0,Yes,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-06,W-013,Worker 13,Steel Fixing,Reinforcement Fixing,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-07,W-013,Worker 13,Steel Fixing,Reinforcement Fixing,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-08,W-013,Worker 13,Steel Fixing,Reinforcement Fixing,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-09,W-013,Worker 13,Steel Fixing,Reinforcement Fixing,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-10,W-013,Worker 13,Steel Fixing,Reinforcement Fixing,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-11,W-013,Worker 13,Steel Fixing,Reinforcement Fixing,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-12,W-013,Worker 13,Steel Fixing,Reinforcement Fixing,Regular,H,0,0,0,0,Yes,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-13,W-013,Worker 13,Steel Fixing,Reinforcement Fixing,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-14,W-013,Worker 13,Steel Fixing,Reinforcement Fixing,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-15,W-013,Worker 13,Steel Fixing,Reinforcement Fixing,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-16,W-013,Worker 13,Steel Fixing,Reinforcement Fixing,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-17,W-013,Worker 13,Steel Fixing,Reinforcement Fixing,Regular,A,0,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-18,W-013,Worker 13,Steel Fixing,Reinforcement Fixing,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-19,W-013,Worker 13,Steel Fixing,Reinforcement Fixing,Regular,H,0,0,0,0,Yes,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-20,W-013,Worker 13,Steel Fixing,Reinforcement Fixing,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-21,W-013,Worker 13,Steel Fixing,Reinforcement Fixing,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-22,W-013,Worker 13,Steel Fixing,Reinforcement Fixing,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-23,W-013,Worker 13,Steel Fixing,Reinforcement Fixing,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-24,W-013,Worker 13,Steel Fixing,Reinforcement Fixing,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-25,W-013,Worker 13,Steel Fixing,Reinforcement Fixing,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-26,W-013,Worker 13,Steel Fixing,Reinforcement Fixing,Regular,H,0,0,0,0,Yes,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-27,W-013,Worker 13,Steel Fixing,Reinforcement Fixing,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-28,W-013,Worker 13,Steel Fixing,Reinforcement Fixing,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-29,W-013,Worker 13,Steel Fixing,Reinforcement Fixing,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-30,W-013,Worker 13,Steel Fixing,Reinforcement Fixing,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-01,W-014,Worker 14,Steel Fixing,Bar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-02,W-014,Worker 14,Steel Fixing,Bar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-03,W-014,Worker 14,Steel Fixing,Bar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-04,W-014,Worker 14,Steel Fixing,Bar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-05,W-014,Worker 14,Steel Fixing,Bar Bending,Regular,H,0,0,0,0,Yes,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-06,W-014,Worker 14,Steel Fixing,Bar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-07,W-014,Worker 14,Steel Fixing,Bar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-08,W-014,Worker 14,Steel Fixing,Bar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-09,W-014,Worker 14,Steel Fixing,Bar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-10,W-014,Worker 14,Steel Fixing,Bar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-11,W-014,Worker 14,Steel Fixing,Bar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-12,W-014,Worker 14,Steel Fixing,Bar Bending,Regular,H,0,0,0,0,Yes,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-13,W-014,Worker 14,Steel Fixing,Bar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-14,W-014,Worker 14,Steel Fixing,Bar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-15,W-014,Worker 14,Steel Fixing,Bar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-16,W-014,Worker 14,Steel Fixing,Bar Bending,Regular,A,0,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-17,W-014,Worker 14,Steel Fixing,Bar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-18,W-014,Worker 14,Steel Fixing,Bar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-19,W-014,Worker 14,Steel Fixing,Bar Bending,Regular,H,0,0,0,0,Yes,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-20,W-014,Worker 14,Steel Fixing,Bar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-21,W-014,Worker 14,Steel Fixing,Bar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-22,W-014,Worker 14,Steel Fixing,Bar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-23,W-014,Worker 14,Steel Fixing,Bar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-24,W-014,Worker 14,Steel Fixing,Bar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-25,W-014,Worker 14,Steel Fixing,Bar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-26,W-014,Worker 14,Steel Fixing,Bar Bending,Regular,H,0,0,0,0,Yes,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-27,W-014,Worker 14,Steel Fixing,Bar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-28,W-014,Worker 14,Steel Fixing,Bar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-29,W-014,Worker 14,Steel Fixing,Bar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-30,W-014,Worker 14,Steel Fixing,Bar Bending,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-01,W-015,Worker 15,Steel Fixing,Column Reinforcement,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-02,W-015,Worker 15,Steel Fixing,Column Reinforcement,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-03,W-015,Worker 15,Steel Fixing,Column Reinforcement,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-04,W-015,Worker 15,Steel Fixing,Column Reinforcement,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-05,W-015,Worker 15,Steel Fixing,Column Reinforcement,Regular,H,0,0,0,0,Yes,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-06,W-015,Worker 15,Steel Fixing,Column Reinforcement,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-07,W-015,Worker 15,Steel Fixing,Column Reinforcement,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-08,W-015,Worker 15,Steel Fixing,Column Reinforcement,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-09,W-015,Worker 15,Steel Fixing,Column Reinforcement,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-10,W-015,Worker 15,Steel Fixing,Column Reinforcement,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-11,W-015,Worker 15,Steel Fixing,Column Reinforcement,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
